ID,TIPO,INSTITUCIO,CALLE,NUMERO,REFERENCIA,COLONIA,C_P_,Observacio,Alcaldía,geometry
346.0,CENTRO Y PLAZA COMERCIAL,Mercado Rosa Torres,San Jose de los Cedros,s/n/,,San Jose de los Cedros,05200,,Cuajimalpa,POINT (469661.73419999983 2141779.4834000003)
347.0,TIENDA DE AUTOSERVICIO_1,Chedraui,Av. Jose Ma. Castorena,318,,Jesus del Monte,05260,También hay un Copper,Cuajimalpa,POINT (469207.5604999997 2140728.16)
348.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",José María Castorena,84,,Jesus Del Monte,05260,Actualmente CENTRO Y PLAZA COMERC Plaza Cuajimalpa,Cuajimalpa,POINT (469778.70430000033 2141030.802100001)
349.0,CENTRO Y PLAZA COMERCIAL,Plaza Cuajimalpa,Jose Ma. Castorena,425,,Cuajimalpa,05000,,Cuajimalpa,POINT (469620.77139999997 2140765.2104)
350.0,CENTRO Y PLAZA COMERCIAL,Plaza La Noria,Prol. Bosque de la Reforma,1433,,Bosques de las Lomas,05120,,Cuajimalpa,POINT (472348.5367999999 2143859.1580999997)
351.0,CENTRO Y PLAZA COMERCIAL,Paseo Arcos Bosques,Paseo de los Tamarindos,mz 32 lotes 34,,Bosques de las Lomas,05120,,Cuajimalpa,POINT (473573.4689999996 2143678.1209999993)
352.0,CENTRO COMERCIAL,CONJUNTO GALERIA REFORMA,Carr. México-Toluca,1725 Admon.,Esq. Paseo de las Lilas y Paseo de las Granjas,Cooperativa Palo Alto,05110,,Cuajimalpa,POINT (473345.74909999967 2143110.153000001)
353.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Carr. México-Toluca,1725 Admon.,Esq. Paseo de las Lilas y Paseo de las Granjas,Cooperativa Palo Alto,05110,Es parte de Galerías Reforma,Cuajimalpa,POINT (473379.28479999956 2143135.9967)
354.0,CENTRO Y PLAZA COMERCIAL,Pabellón Bosques,Prol. Bosque de la Reforma,1813,,Lomas de Vista Hermosa,05100,,Cuajimalpa,POINT (471816.92640000023 2143186.071799999)
355.0,CENTRO COMERCIAL,"ACEF,S.A. DE C.V.",Lomas Florida,32,Plaza Sta. Fé,Lomas de Vista Hermosa,05100,,Cuajimalpa,POINT (471426.03699999955 2143082.200200001)
356.0,CENTRO COMERCIAL,"ACFE,S.A. DE C.V.",Av. Vasco de Quiroga,3800,Pasando la Universidad Ibero Americana,Antigua Mina Totoloapa,05210,Actualmente es Liverpool Corporativo I,Cuajimalpa,POINT (470965.65869999956 2140639.6987999994)
357.0,TIENDAS DEPARTAMENTALES,PUERTO DE LIVERPOOL,Prol. Vasco de Quiroga,3800,Pasando la Universidad Ibero Americana,Sta. Fé,05210,Es parte de Centro Comercial Santa Fe,Cuajimalpa,POINT (470952.6010999996 2140749.3772)
358.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Prol. Vasco de Quiroga,3800,Pasando la Universidad Ibero Americana,Sta. Fé,05210,Es parte de Centro Comercial Santa Fe,Cuajimalpa,POINT (471049.06350000016 2140781.7555)
359.0,CENTRO COMERCIAL,CENTRO COMERCIAL SANTA FE,Prol. Vasco de Quiroga,3800,Pasando la Universidad Ibero Americana,Sta. Fé,05210,,Cuajimalpa,POINT (471173.1316999998 2140738.6247000005)
360.0,TIENDAS DEPARTAMENTALES,SEARS,Prol. Vasco de Quiroga,3800,Pasando la Universidad Ibero Americana,Sta. Fé,05210,Es parte de Centro Comercial Santa Fe,Cuajimalpa,POINT (471157.2943000002 2140818.0989999995)
361.0,TIENDAS DEPARTAMENTALES,"EL PALACIO DE HIERRO, S.A. DE C.V.",Prol. Vasco de Quiroga,3800,Pasando la Universidad Ibero Americana,Sta. Fé,05210,Es parte de Centro Comercial Santa Fe,Cuajimalpa,POINT (471262.49959999975 2140867.3945000004)
362.0,CENTRO Y PLAZA COMERCIAL,City Walk,Av. Santa Fe,482,,Santa Fe Cuajimalpa,05300,,Cuajimalpa,POINT (471625.9034000002 2140584.6049000006)
363.0,TIENDAS DE AUTO SERVICIO,SAMS CLUB,Tamaulipas,3000,Aut. México-Toluca,La Rosita,05340,También hay un Superama,Cuajimalpa,POINT (470889.5053000003 2140107.798699999)
364.0,CENTRO Y PLAZA COMERCIAL,Plaza Vista Hermosa,Noche de paz,14,,Lomas de Vista Hermosa,05100,,Cuajimalpa,POINT (470779.26290000044 2142079.5725)
365.0,CENTRO Y PLAZA COMERCIAL,Plaza José María Castorena,José M. Castorena,232,,Cuajimalpa,05000,,Cuajimalpa,POINT (469713.7917999998 2140889.1543000005)
366.0,CENTRO Y PLAZA COMERCIAL,Plaza Cedros,Carretera México-Toluca,5780,,Abdias Garcia Soto,05530,,Cuajimalpa,POINT (469056.1091 2139813.6510000005)
367.0,CENTRO Y PLAZA COMERCIAL,Plaza Juárez,Av. Juárez,21,,Cuajimalpa,05000,,Cuajimalpa,POINT (468418.1489000004 2140417.6383999996)
368.0,CENTRO Y PLAZA COMERCIAL,Plaza El Contadero,Carretera México Toluca,5938,,Contadero,05500,,Cuajimalpa,POINT (468284.0815000003 2139549.1643000003)
369.0,CENTRO Y PLAZA COMERCIAL,Mercado El Contadero,Prol. 16 de septiembre,s/n,,Contadero,05500,,Cuajimalpa,POINT (468420.42899999954 2139346.9232)
370.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Calz. Ignacio Zaragoza,172,Entre Calle 5 y 6,Pantitlán,08100,,Iztacalco,POINT (493583.75028726616 2145153.200042203)
371.0,TIENDAS DEPARTAMENTALES,SALINAS Y ROCHA,Calle 7,28,Esq. Ignacio Zaragoza,Agricola  Pantitlán,08100,Elektra,Iztacalco,POINT (493834.1376737229 2145070.788009285)
372.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Coruña,,Esq. Sur 65-A,Viaducto Piedad,08200,,Iztacalco,POINT (486201.1650378015 2145153.2089859503)
373.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av. Río Churubusco,1130,Esq. Canal Apatlaco,INFONAVIT Iztacalco,08900,Actualmente CENTRO Y PLAZA COMERC Plaza Churubusco,Iztacalco,POINT (489338.3675185458 2143044.6014310764)
374.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Río de Churubusco,1540,Esq. Tezontle,Mujeres Ilustres,08029,,Iztacalco,POINT (489390.39613827784 2143489.8372919247)
375.0,CENTRO Y PLAZA COMERCIAL,Mercado de Apatlaco,Ave. Canal de Apatlaco,206,,Campamento 2 de octubre,08930,,Iztacalco,POINT (487460.2212635114 2143173.910745591)
376.0,CENTRO Y PLAZA COMERCIAL,Plaza Tezontle Cristal,Ave. Canal de Tezontle,840,,Gabriel Ramos Millan,08020,,Iztacalco,POINT (489972.14800660446 2143427.5891519827)
377.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Calle Centeno,823,,Granjas México,08400,,Iztacalco,POINT (489969.71023679787 2145009.88809687)
378.0,CENTRO Y PLAZA COMERCIAL,Plaza Unión,Ave. Unión,s/n,,Agrícola Pantitlan,08100,,Iztacalco,POINT (493451.25621742685 2146948.4255004437)
379.0,CENTRO Y  PLAZA COMERCIAL,Mercado José López Portillo,Calle uno,s/n,,Agrícola Pantitlan,08100,,Iztacalco,POINT (492808.8935753335 2146400.1615057904)
380.0,TIENDA DE AUTOSERVICIO_1,Soriana Pantitlan,Calz. Ignacio Zaragoza,1026,,Agrícola Pantitlan,08100,,Iztacalco,POINT (492873.7224253533 2145564.306388962)
381.0,CENTRO Y PLAZA COMERCIAL,La Plazuela,Eje 5 ote Javier Rojo Gomez,38,,Agrícola Oriental,08500,,Iztacalco,POINT (492534.28148030577 2145439.3833802175)
382.0,CENTRO Y PLAZA COMERCIAL,Mi Mercado Santa Anita,Eje 1 ote. Ave. Andres Molina Enriquez,s/n,,Nueva Santa Anita,08210,,Iztacalco,POINT (486424.00885934004 2144931.8692807634)
383.0,CENTRO Y PLAZA COMERCIAL,Mi Mercado Tlacotal,Calle oriente 100,s/n,,Gabriel Ramos Millan,08730,,Iztacalco,POINT (489210.0450384214 2144595.411536484)
384.0,CENTRO Y PLAZA COMERCIAL,Mi Mercado Juventino Rosas,Calle sur 117,s/n,,Juventino Rosas,08700,,Iztacalco,POINT (488864.2810778969 2144364.9975139806)
385.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Calle Oriental 253,A 1075,,Agrícola Oriental,08500,,Iztacalco,POINT (493293.09314251546 2145092.9649902354)
386.0,TIENDA DE AUTOSERVICIO_1,Chedraui,Calz Ignacio Zaragoza,846 Fracc-I,,Agrícola Pantitlán,08100,,Iztacalco,POINT (492098.6835390006 2146116.17735468)
387.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Av. Guadalupe,39,,Agrícola Pantitlán,08100,,Iztacalco,POINT (492624.96061864303 2146811.445523405)
388.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Calle seis,350,,Agrícola Pantitlán,08100,,Iztacalco,POINT (493827.64328461286 2146819.4979708632)
389.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Circuito Interior Rio Churubusco,755,,Infonavit Iztacalco,08900,,Iztacalco,POINT (489247.45529448177 2142974.8403867385)
390.0,CENTRO Y PLAZA COMERCIAL,Soriana,Calz de la Viga,672,,Zapotla,08610,,Iztacalco,POINT (487216.03238551156 2144654.6029876177)
391.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Calz. de la Viga,136,Entre Cjon. Cuitláhuac y Av. Del Taller,Lorenzo Boturini,15820,También hay un Walmart,Cuauhtémoc,POINT (486574.56777867465 2146622.7335424162)
392.0,TIENDAS DE AUTO SERVICIO,BODEGA GIGANTE,Calz. Ignacio Zaragoza,270,Esq. Blvr. Puerto Aereo Saliendo del Metro Aeropuerto,Moctezuma,15500,Actualmente CENTRO Y PLAZA COMERCIAL Plaza Aeropue,Venustiano Carranza,POINT (489861.75604815484 2147425.4913759264)
393.0,TIENDAS DE AUTO SERVICIO,"GIGANTE, S.A. DE C.V.",Av. Río deConsulado,2355,Entre Coronas y Dinares,Simón Bolivar,15410,Actualmente es TIENDA DE AUTOSERVICIO Soriana Hipe,Venustiano Carranza,POINT (489480.94647217693 2150440.89884445)
394.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Peluqueros,311,Entre Orfebrería y Tizayuca,Michoacana,15240,,Venustiano Carranza,POINT (488092.62427301717 2150178.764749962)
395.0,TIENDAS DE AUTO SERVICIO,"TIENDA SINDICAL ASPA DE MÉXICO,A.C.",Fundidora Monterrey,97,,Peñon de los Baños,15520,Actualmente hay departamentos,Venustiano Carranza,POINT (491121.38628448657 2149024.21272852)
396.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Blvr. Puerto Aéreo,123,SALIENDO DEL METRO BLVR. PUERTO AEREO,Industrial Puerto Aereo,15710,,Venustiano Carranza,POINT (490087.43342515896 2147744.822334147)
397.0,PLAZAS COMERCIALES,"AEROTIANGUIS,S.A.DE C.V.",Av. Fuerza Mexicana,41,Esq. Secretaria del Trabajo,Cuatro Arboles,15730,,Venustiano Carranza,POINT (490615.613038927 2147784.266268452)
398.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Calz. Ignacio Zaragoza,58,Esq. Asistencia Pública,Industrial Puerto Aereo,15710,Actualmente es TIENDA DE AUTOSERVICIO Walmart,Venustiano Carranza,POINT (490184.16109765193 2147236.3188645584)
399.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",Calz. Igancio Zaragoza,288,Esq. Blvr. Puerto Aereo,Industrial Puerto Aereo,15710,También hay una TIENDA DE AUTOSERVICIO Walmart,Venustiano Carranza,POINT (490007.52950152947 2147338.769241706)
400.0,PLAZAS COMERCIALES,BAZAR COMERCIAL ZARAGOZA,Calz. Ignacio Zaragoza,838,Entre Simon Audenar y Río Churubusco,Ampl. Aviación Civil,15740,Actualmente esta en construcción (deptos),Iztacalco,POINT (491842.65966070065 2146217.2703665267)
401.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Fray Servando Teresa de Mier,881,Esq. Retorno 11,Jardín Balbuena,15900,Actualmente es un Walmart,Venustiano Carranza,POINT (488906.4939938206 2147043.9645859622)
402.0,TIENDAS DE AUTO SERVICIO,ISSSTETIENDAS,Av. del Taller,,Retorno 38,Jardín Balbuena,15900,Actualmente hay una Unidad Habitacional,Venustiano Carranza,POINT (489147.0591197755 2146415.19934001)
403.0,TIENDAS DE AUTO SERVICIO,HOME  MART,Av. del Taller,370,Esq. Cucurpe,24 de Abril,15980,,Venustiano Carranza,POINT (487689.57652973593 2146682.470544889)
404.0,CENTRO Y PLAZA COMERCIAL,Plaza Comercial Hiervas,Manzanares,53,,Zona Centro,15100,,Venustiano Carranza,POINT (486995.9506139819 2148354.148576178)
405.0,CENTRO Y PLAZA COMERCIAL,Mercado del Juguete San Ciprian,Gral. Anaya y Juan de la Gran,s/n,,Zona Centro,15100,,Venustiano Carranza,POINT (487320.54818801023 2148133.7870520144)
406.0,TIENDA DE AUTOSERVICIO_1,Chedraui Anfora,Anfora,71,,Progresista,15370,,Venustiano Carranza,POINT (488415.02671157644 2149003.1808554074)
407.0,CENTRO Y PLAZA COMERCIAL,Encuentro Oceanía,Oriente,158 L8,,Moctezuma 2da Sección,15530,En construcción,Venustiano Carranza,POINT (490090.2954754768 2149440.809396008)
408.0,CENTRO Y PLAZA COMERCIAL,Encuentro Oceanía 2do lote,Oriente 162,296,,Moctezuma 2da Sección,15530,En construcción,Venustiano Carranza,POINT (490163.58644803707 2149464.913982539)
409.0,CENTRO Y PLAZA COMERCIAL,Encuentro Oceanía 3er lote,Oriente 162,340,,Moctezuma 2da Sección,15530,En construcción,Venustiano Carranza,POINT (490194.2057876845 2149545.371183527)
410.0,CENTRO Y PLAZA COMERCIAL,Encuentro Oceanía 4to lote,Calz. del Peón,355,,Moctezuma 2da Sección,15530,En construcción,Venustiano Carranza,POINT (490168.1467752186 2149577.293473798)
411.0,CENTRO Y PLAZA COMERCIAL,Encuentro Oceanía 5to lote,Oriente 158,L16,,Moctezuma,15530,En construcción,Venustiano Carranza,POINT (490131.98989542224 2149528.4328254247)
412.0,CENTRO Y PLAZA COMERCIAL,Encuentro Oceanía 6to lote,Oriente 158,389,,Moctezuma 2da Sección,15530,En construcción,Venustiano Carranza,POINT (490119.6118645009 2149498.7906987444)
413.0,CENTRO Y PLAZA COMERCIAL,Encuentro Oceanía 7mo lote,Oriente 158,379,,Moctezuma 2da Sección,15530,En construcción,Venustiano Carranza,POINT (490099.7418674957 2149484.4582418883)
414.0,CENTRO Y PLAZA COMERCIAL,Encuentro Oceanía 8vo lote,Oriente 158,381,,Moctezuma 2da Sección,15530,En construcción,Venustiano Carranza,POINT (490095.83301562583 2149471.4287356553)
415.0,TIENDA DE AUTOSERVICIO_1,Bodega Aurrera,Etzatlan,25,,Popular rastro,15220,,Venustiano Carranza,POINT (487462.7269541732 2150812.8241238766)
416.0,TIENDA DE AUTOSERVICIO_1,Super ISSSTE,Ret 38 de Av del Taller,s/n,,Jardines Balbuena,15900,,Venustiano Carranza,POINT (489121.46904755407 2146610.2214757423)
417.0,TIENDAS DE AUTO SERVICIO,CARREFOUR- HIPERMERCADOS,Calz. del Hueso,670,Entre Calz. de los tenorios y algodonales,Gabriel Ramos Millan,14324,,Tlalpan,POINT (487575.4101 2134453.1324000005)
418.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Gral. Guadalupe Victoria,1,Esq. Calvario,Tlalpan,14000,,Tlalpan,POINT (481572.48560000025 2132570.924799999)
419.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Insurgentes Sur,3990,Esq. Calvario,Tlalpan,14000,,Tlalpan,POINT (481693.2999999998 2132681.9681)
420.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Ajusco,3,Esq. Calz de Tlalpan,Toriello Guerra,14050,,Tlalpan,POINT (483118.03729999997 2133119.5744000003)
421.0,CENTRO COMERCIAL,CENTRO COMERCIAL PUERTA DEL SOL,Periférico Sur,4237,Esq. Carr. Ajusco,Jardines en la Montaña,14210,,Tlalpan,POINT (478466.4193000002 2134509.3498)
422.0,PLAZAS COMERCIALES,,Calz. del Hueso,3122,Av. Canal de Miramontes,Residencial de Miramontes,14300,,Tlalpan,POINT (487048.1320000002 2134316.1798)
423.0,CENTRO COMERCIAL,"OFFICE DEPORT DE MÉXICO,S.A DE C.V.",Acoxpa,610,Esq. Miramontes,Villa Coapa,14390,,Tlalpan,POINT (486719.5697999997 2133389.2649000008)
424.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Calz. del Hueso,219,Av. Canal de Miramontes,Residencial de Miramontes,14300,,Tlalpan,POINT (487107.2757000001 2134309.941400001)
425.0,TIENDAS DEPARTAMENTALES,PUERTO DE LIVERPOOL,Calz. del Hueso,519,Esq. Canal de Miramontes,Residencial Acoxpa,14320,,Tlalpan,POINT (486977.3298000004 2134326.5207)
426.0,TIENDAS DEPARTAMENTALES,"SUBURBIA, S.A. DE C.V.",alz. Acoxpa,744,Canal de Miramontes,Villa Coapa,14320,,Tlalpan,POINT (486937.6917000003 2133401.5007000007)
427.0,PLAZAS COMERCIALES,,Canal de Miramontes,3280,Entre Pino y Calz. de Hueso,Residencial de Miramontes,14330,,Tlalpan,POINT (486982.22449999955 2134266.101399999)
428.0,TIENDAS DEPARTAMENTALES,HERMANOS VAZQUEZ,Cañaverales,222,Esq.Periférico Sur,Granjas Coapa,14360,,Tlalpan,POINT (488619.8201000001 2133486.6844999995)
429.0,TIENDAS DE AUTO SERVICIO,"PRICE CLUB DE MÉXICO, S.A. DE C.V.",Puente,186,Esq. Periférico,AMSA,14380,,Tlalpan,POINT (485483.0427000001 2132297.2990000006)
430.0,TIENDAS DE AUTO SERVICIO,"GIGANTE, S.A. DE C.V.",Calz. Acoxpa,1666,Esq. Div. del Norte,Ejidos Villa Coapa,14390,,Tlalpan,POINT (486566.95430000033 2133447.357999999)
431.0,TIENDAS DE AUTO SERVICIO,"ALMACENES AURRERA, S.A. DE C.V.",Av. Canal de Miramontes,3520,Esq. Acoxpa,Sn. Bartolo Coapa,14390,,Tlalpan,POINT (486997.4764999999 2133258.496200001)
432.0,TIENDAS DE AUTO SERVICIO,"BODEGA AURRERA,S.A. DE C.V.",Av. Canal de Miramontes,7620,Esq. Acoxpa,Villa Coapa,14390,,Tlalpan,POINT (486881.90479999967 2133111.6334000006)
433.0,TIENDAS DEPARTAMENTALES,"SANBORNS HERMANOS, S.A DE C.V.",Av. Acoxpa,728,Esq. Canal de Miramontes,Villa Coapa,14390,,Tlalpan,POINT (486882.3234000001 2133402.0935999993)
434.0,TIENDAS DE AUTO SERVICIO,"BODEGA COMERCIAL MEXICANA, S.A. DE C.V.",Plazuela de la Fama,1,Entre Ayuntamiento y Sor Juana Inés de la Cruz,Barrio Camisetas,14410,,Tlalpan,POINT (480968.6058 2132727.1205)
435.0,TIENDAS DEPARTAMENTALES,SEARS,Calz. del Hueso,519,Entre Canal de Miramontes y Tenorio,Residencial de Miramontes,14300,,Tlalpan,POINT (487169.24619999994 2134289.7591999993)
436.0,CENTRO Y PLAZA COMERCIAL,PLAZA PABELLON ESMERALDA,CALZADA DEL HUESO,921,,GRANJAS COAPA,14330,,Tlalpan,POINT (488446.01350000035 2133957.759299999)
437.0,CENTRO Y PLAZA COMERCIAL,PLAZA CUEMANCO,HACIENDA DE LA HUERTA,130,,HACIENDA DE LA HUERTA,14330,,Tlalpan,POINT (488183.6994000003 2133267.3904)
438.0,CENTRO Y PLAZA COMERCIAL,PLAZA CRISTAL COAPA,3 ORIENTE (AVENIDA CAFETALES),265,,GRANJAS COAPA,14330,,Tlalpan,POINT (487886.9104000004 2133121.3341000006)
439.0,CENTRO Y PLAZA COMERCIAL,PLAZA LA GUIA,ALFALFARES,10,,GRANJAS COAPA,14390,,Tlalpan,POINT (487749.1194000002 2133214.2097999994)
440.0,CENTRO Y PLAZA COMERCIAL,PLAZA PUNTA COAPA,CALZADA DE LOS TENORIOS,274,,GRANJAS COAPA,14390,,Tlalpan,POINT (487700.1802000003 2133292.0775000006)
441.0,CENTRO Y PLAZA COMERCIAL,PLAZA CA AVERALES,CALAVERALES,191,,GRANJAS COAPA,14390,,Tlalpan,POINT (487938.2422000002 2133463.908500001)
442.0,CENTRO Y PLAZA COMERCIAL,PLAZA GARITA,LA GARITA,181,,RESDENCIAL VILLA COAPA,14390,,Tlalpan,POINT (487390.4495000001 2133030.6335000005)
443.0,CENTRO Y PLAZA COMERCIAL,Plaza cafetales,NULLCAFETALES,1905,,GRANJAS COAPA,14325,,Tlalpan,POINT (487988.48000000045 2133844.261)
444.0,CENTRO Y PLAZA COMERCIAL,PLAZA DIAMANTE,CALZADA DEL HUESO,731,,FRACC RES HACIENDA COAPA,14330,,Tlalpan,POINT (487803.7073999997 2134127.2382999994)
445.0,CENTRO Y PLAZA COMERCIAL,PLAZA COMERCIAL MARKET PLACE,CALZADA DE LOS TENORIOS,4541,,EJIDOS DE HUIPULCO,14380,,Tlalpan,POINT (487261.8962000003 2134270.1406999994)
446.0,CENTRO Y PLAZA COMERCIAL,Coaplaza,2 ORIENTE,3280,,Villacoapa,14390,,Tlalpan,POINT (486884.30319999997 2133547.0370000005)
447.0,CENTRO Y PLAZA COMERCIAL,PLAZA SAVONA,CALLE 2 ORIENTE,3268,,ACOXPA,14400,,Tlalpan,POINT (486873.1014999999 2133726.1545)
448.0,CENTRO Y PLAZA COMERCIAL,PLAZA LAS HADAS,CALZADA LAS BRUJAS,303,,LAS HADAS,14390,,Tlalpan,POINT (487306.7028000001 2133746.056399999)
449.0,CENTRO Y PLAZA COMERCIAL,Plaza,CALZADA LAS BRUJAS,339,,LAS HADAS,14390,,Tlalpan,POINT (487420.8942 2133791.732999999)
450.0,CENTRO Y PLAZA COMERCIAL,ALIMENTOS LA PALOMA,CALZADA DE LOS TENORIOS,20,,GABRIEL RAMOS MILLAN,14326,,Tlalpan,POINT (487447.7564000003 2133860.574100001)
451.0,CENTRO Y PLAZA COMERCIAL,PLAZA FLORESTA,HACIENDA DE PASTEJE,4158,,FLORESTA COYOACAN,14310,,Tlalpan,POINT (486159.7856999999 2134506.7345000003)
452.0,CENTRO Y PLAZA COMERCIAL,PLAZA LA HACIENDA,DIVISION DEL NORTE,4344,,ORIENTAL COAPA,14300,,Tlalpan,POINT (486240.9522000002 2133819.8095999993)
453.0,TIENDAS DEPARTAMENTALES,SAM´S CLUB ACOXPA,ACOXPA,438,,EX HACIENDA DE COAPA,14300,,Tlalpan,POINT (485716.0340999998 2133836.3400999997)
454.0,CENTRO Y PLAZA COMERCIAL,PASEO ACOXPA,Acoxpa,430,,EX HACIENDA COAPA,14370,,Tlalpan,POINT (485541.4480999997 2133918.7029999997)
455.0,CENTRO Y PLAZA COMERCIAL,PLAZUELA,DIVISION DEL NORTE,4541,,EX DE SAN JUAN DE DIOS,14380,,Tlalpan,POINT (486218.04140000045 2132986.6108)
456.0,TIENDAS DE AUTO SERVICIO,MEGA SORIANA VILLA COAPA,DIVISION DEL NORTE,1555,,EX DE SAN JUAN DE DIOS,14370,,Tlalpan,POINT (486260.0928999996 2132905.698000001)
457.0,CENTRO Y PLAZA COMERCIAL,PLAZA EL CASTILLO,DIVISION DEL NORTE,4199,,JARDINES VILLA COAPA,14300,,Tlalpan,POINT (486154.89549999963 2134267.3123000003)
458.0,CENTRO Y PLAZA COMERCIAL,ANDADOR COMERCIAL,SILOS,31,,NARCISO MENDOZA,14390,,Tlalpan,POINT (486391.0091240799 2133054.0423265365)
459.0,CENTRO Y PLAZA COMERCIAL,PLAZA COMERCIAL,PROLONGACION DIVISION DEL NORTE,4506,,PRADO COAPA TERCERA SECCION,14350,,Tlalpan,POINT (486242.9473000001 2133051.9393000007)
460.0,CENTRO Y PLAZA COMERCIAL,PLAZA,COLEGIO DE SAN ILDELFONSO,1,,SAN JUANDE DIOS,14387,,Tlalpan,POINT (485990.6465999996 2132454.9909000006)
461.0,CENTRO Y PLAZA COMERCIAL,PLAZA,SAN PABLO,,,EX HACIENDA SAN JUAN DE DIOS,14387,,Tlalpan,POINT (486081.53330000024 2132467.8764999993)
462.0,CENTRO Y PLAZA COMERCIAL,PLAZA SAN JUAN,ARENAL,575,,COLINAS DEL BOSQUE,14608,,Tlalpan,POINT (484972.3378999997 2132023.236199999)
463.0,CENTRO Y PLAZA COMERCIAL,PLAZA DE LA CONSTITUCION,MONEDA,17,,TLALPAN CENTRO,14000,,Tlalpan,POINT (482484.6612999998 2132820.0864000004)
464.0,CENTRO Y PLAZA COMERCIAL,URBIPLAZA,CALZADA DE TLALPAN,5055,,TLALPAN CENTRO,14000,,Tlalpan,POINT (482535.43379999977 2131890.9503000006)
465.0,CENTRO Y PLAZA COMERCIAL,PLAZA CASTILLO,INSURGENTES SUR,4342,,TLALPAN CENTRO,14000,,Tlalpan,POINT (482133.7969000004 2131880.3948999997)
466.0,TIENDAS DE AUTO SERVICIO_,SUPERAMA INSURGENTES LA JOYA,AV. INSURGENTES SUR,4120,,LA JOYA,14000,,Tlalpan,POINT (481798.1640999997 2132066.649700001)
467.0,CENTRO Y PLAZA COMERCIAL,PLAZA,INSURGENTES SUR,4134,,LA JOYA,14000,,Tlalpan,POINT (481725.2121000001 2132084.8209000006)
468.0,CENTRO Y PLAZA COMERCIAL,PLAZA ANITA,INSURGENTES SUR,4074,,TLALPAN CENTRO,14000,,Tlalpan,POINT (481593.0701000001 2132450.5163000003)
469.0,CENTRO Y PLAZA COMERCIAL,COMERCIAL MEXICANA,La Fama,1,,LA FAMA,14269,,Tlalpan,POINT (481228.3099999996 2132793.364)
470.0,CENTRO Y PLAZA COMERCIAL,PLAZA CUICUILCO,SAN FERNANDO,649,,PEÑA POBRE,14060,,Tlalpan,POINT (480945.05310000014 2133802.1328)
471.0,CENTRO Y PLAZA COMERCIAL,PLAZA IMAGEN,BOULEVARD ADOLFO RUIZ CORTINES,4349,,JARDINES EN LA MONTAUA,14210,,Tlalpan,POINT (478837.4612999996 2134474.7343000006)
472.0,CENTRO Y PLAZA COMERCIAL,JARDINES DE LA MONTACA,Boulevard Picacho Ajusco,72,,JARDINES DE LA MONTANA,14210,,Tlalpan,POINT (478113.0184000004 2134177.5818000007)
473.0,CENTRO Y PLAZA COMERCIAL,PLAZA CHEDRAUI,BOULEVARD PICACHO AJUSCO,175,,FUENTES DEL PEDREGAL,14140,,Tlalpan,POINT (477680.38350000046 2133932.537799999)
474.0,CENTRO Y PLAZA COMERCIAL,PLAZA LUNA,TIZIMIN,327,,LOMAS DE PADIERNA,14240,,Tlalpan,POINT (476158.8797000004 2132817.5478000008)
475.0,TIENDAS DE AUTO SERVICIO_,WALMART EXPRESS FUENTES DEL PEDREGAL,RCDA. DE URANIO,41,,LOS FRAMBOYANES,14150,,Tlalpan,POINT (476784.71719999984 2134577.9494000003)
476.0,TIENDAS DE AUTO SERVICIO_,OFFICE DEPOT,RCDA. DE URANIO,77,,LOMAS DEL PEDREGAL,14150,,Tlalpan,POINT (476721.1179999998 2134546.4169999994)
477.0,CENTRO Y PLAZA COMERCIAL,PLAZA COMERCIAL PEDREGAL DEL LAGO,FUENTE DE LOS MOLINOS,13,,FUENTES DEL PEDREGAL,14110,,Tlalpan,POINT (476479.9486999996 2135159.6282)
