ID,TIPO,INSTITUCIO,CALLE,NUMERO,REFERENCIA,COLONIA,C_P_,Observacio,Alcaldía,geometry
750.0,CENTRO Y PLAZA COMERCIAL,Plaza la Camila,Lecumberri,32,,Centro,06020,,Cuauhtémoc,POINT (486884.7444000002 2149281.2414999995)
751.0,CENTRO Y PLAZA COMERCIAL,Plaza Lecumberri,Lecumberri,30,,Centro,06000,,Cuauhtémoc,POINT (486871.01290000044 2149270.3135)
752.0,CENTRO Y PLAZA COMERCIAL,Plaza Mixcalco,Manuel Doblado,46,,Centro,06000,,Cuauhtémoc,POINT (486781.1492999997 2148992.7654)
753.0,CENTRO Y PLAZA COMERCIAL,Plaza Soledad,2o. Callejón de Corregidora,S/N,Circunvalación & corregidora,Centro,06060,,Cuauhtémoc,POINT (486864.29030000046 2148593.3868000004)
754.0,,Plaza la Fuente del Dragón,Manuel Doblado,110,,Centro,06000,,Cuauhtémoc,POINT (486856.7048000004 2149569.2631)
755.0,CENTRO Y PLAZA COMERCIAL,El 29 de Lecumberri,Lecumberri,29,,Centro,06000,,Cuauhtémoc,POINT (486869.46410000045 2149235.8432)
756.0,CENTRO Y PLAZA COMERCIAL,Plaza El Cuatro Vientos,Manuel Doblado,103,,Centro,06010,,Cuauhtémoc,POINT (486850.7167999996 2149522.5382000003)
757.0,,Plaza Alhambra,Manuel Doblado,73,,Centro,06000,,Cuauhtémoc,POINT (486855.87129999977 2149326.915100001)
758.0,CENTRO Y PLAZA COMERCIAL,Plaza Diamante,MANUEL DOBLADO,88,,Centro,06000,,Cuauhtémoc,POINT (486838.95019999985 2149440.2062)
759.0,CENTRO Y PLAZA COMERCIAL,Plaza Alegría,Manuel Doblado,67,,Centro,06000,,Cuauhtémoc,POINT (486852.0577999996 2149298.477499999)
760.0,CENTRO Y PLAZA COMERCIAL,,Gónzalez Ortega,3,,Centro,06000,,Cuauhtémoc,POINT (486797.5170999998 2149555.1437999997)
761.0,CENTRO Y PLAZA COMERCIAL,Plaza Paris,Manuel Doblado,57,,Centro,06000,,Cuauhtémoc,POINT (486833.47750000004 2149215.3593000006)
762.0,CENTRO O PLAZA COMERCIAL,Plaza Banderas,Gral. Miguel Alemán,10,,Centro,06000,,Cuauhtémoc,POINT (486801.95519999973 2149182.7650000006)
763.0,CENTRO Y PLAZA COMERCIAL,Plaza Diana,Lecumberri,20,,Centro,06000,,Cuauhtémoc,POINT (486796.92339999974 2149282.8476)
764.0,CENTRO Y PLAZA COMERCIAL,Plaza del sol fashion center,Manuel Doblado,40,,Centro,06020,,Cuauhtémoc,POINT (486789.3819000004 2149119.9374)
765.0,CENTRO Y PLAZA COMERCIAL,Plaza 88,Manuel de la Peña y Peña,,,Centro,06000,,Cuauhtémoc,POINT (486816.4009999996 2149525.3214999996)
766.0,CENTRO Y PLAZA COMERCIAL,Plaza Oggi,Gral. Miguel Alemán,4,,Centro,06020,,Cuauhtémoc,POINT (486652.79590000026 2149255.3260999992)
767.0,CENTRO Y PLAZA COMERCIAL,Plaza Dalí,San Antonio Tomatlán,20,,Centro,06020,,Cuauhtémoc,POINT (486756.01889999956 2149077.0957999993)
768.0,,Video Plaza,San Antonio Tomatlán,13,,Centro,06000,,Cuauhtémoc,POINT (486726.2307000002 2149052.959899999)
769.0,,Plaza Santa María Guadalupe,C. Manzanares,16Bis,,Centro,06060,,Cuauhtémoc,POINT (486681.9623999996 2148424.058700001)
770.0,CENTRO Y PLAZA COMERCIAL,Centro de Importadores,Manuel de la Peña y Peña,17,,Centro,06000,,Cuauhtémoc,POINT (486738.73429999966 2149523.8969)
771.0,CENTRO Y PLAZA COMERCIAL,Peña y Peña 13,PEÑA Y PEÑA,13,,Centro,06000,,Cuauhtémoc,POINT (486713.27890000027 2149514.7481999993)
